지점번호,지점명,관측시각,기온(C),풍속(m/s),풍향(deg),일사량(MJ/m2),일조시간(hr),전운량(0-10)
185,고산,2022-05-22 16:00,21.8,4.7,320,2.48,1,0
185,고산,2022-05-22 17:00,20.7,3.7,320,1.79,1,0
185,고산,2022-05-22 18:00,20.2,3.3,320,1.1,1,1
185,고산,2022-05-22 19:00,18.5,3.2,320,0.35,0.6,5
185,고산,2022-05-22 20:00,17.7,2.5,320,0.02,0,6
185,고산,2022-05-22 21:00,17.4,2.9,290,,,6
185,고산,2022-05-22 22:00,17.6,1.3,360,,,4
185,고산,2022-05-22 23:00,17.9,2.2,340,,,4
185,고산,2022-05-23 0:00,17.6,2.2,320,,,5
185,고산,2022-05-23 1:00,17.4,1.7,290,,,8
185,고산,2022-05-23 2:00,17.5,2.3,320,,,9
185,고산,2022-05-23 3:00,17.5,2.6,340,,,9
185,고산,2022-05-23 4:00,17.4,2,340,,,10
185,고산,2022-05-23 5:00,17.7,1.9,20,,,9
185,고산,2022-05-23 6:00,18.8,3.6,360,0,0,9
185,고산,2022-05-23 7:00,19.2,3.9,360,0.14,0,9
185,고산,2022-05-23 8:00,20.4,3.9,360,0.51,0,9
185,고산,2022-05-23 9:00,21.4,2.4,360,0.91,0.2,9
185,고산,2022-05-23 10:00,22,3.4,360,1.88,1,8
185,고산,2022-05-23 11:00,22.9,4.9,340,2.55,1,6
185,고산,2022-05-23 12:00,23.3,4.9,340,3.28,1,3
185,고산,2022-05-23 13:00,24.5,5.7,320,3.24,1,7
185,고산,2022-05-23 14:00,23.2,4.3,340,2.1,0.8,8
185,고산,2022-05-23 15:00,22.1,4.6,320,1.51,0.2,8
185,고산,2022-05-23 16:00,23,4.4,320,1.78,0.7,8
185,고산,2022-05-23 17:00,21.9,5.1,290,1.8,1,3
185,고산,2022-05-23 18:00,20.6,4.2,290,1.11,0.9,8
185,고산,2022-05-23 19:00,19.4,3.8,320,0.31,0.2,8
185,고산,2022-05-23 20:00,18.7,2.7,320,0.01,0,3
185,고산,2022-05-23 21:00,18.8,4,290,,,8
185,고산,2022-05-23 22:00,18.2,3,320,,,6
185,고산,2022-05-23 23:00,18.3,3,340,,,5
185,고산,2022-05-24 0:00,18.8,3.2,360,,,5
185,고산,2022-05-24 1:00,18.7,3.7,360,,,8
185,고산,2022-05-24 2:00,18.6,4.3,20,,,5
185,고산,2022-05-24 3:00,18.3,4.5,20,,,6
185,고산,2022-05-24 4:00,18.3,5.1,20,,,3
185,고산,2022-05-24 5:00,18.6,4.6,50,,,5
185,고산,2022-05-24 6:00,19.7,3.9,20,0.02,0,4
185,고산,2022-05-24 7:00,18.8,5,360,0.28,0.5,5
185,고산,2022-05-24 8:00,20,4.7,360,0.81,0.5,7
185,고산,2022-05-24 9:00,19.9,4.4,360,1.66,1,6
185,고산,2022-05-24 10:00,21.8,5.3,360,2.46,1,5
185,고산,2022-05-24 11:00,21.4,5.3,360,2.45,0.8,7
185,고산,2022-05-24 12:00,21.8,5.8,360,3.17,1,5
185,고산,2022-05-24 13:00,21.3,5.1,360,2.98,0.8,7
185,고산,2022-05-24 14:00,21,4.6,340,3.04,1,2
185,고산,2022-05-24 15:00,22,4.4,360,2.99,1,7
185,고산,2022-05-24 16:00,20.8,5.6,340,2,1,7
185,고산,2022-05-24 17:00,20,5,340,1.37,0.9,7
185,고산,2022-05-24 18:00,19.5,4.2,340,0.98,0.9,8
185,고산,2022-05-24 19:00,18.6,3.9,360,0.25,0.1,8
185,고산,2022-05-24 20:00,18,3.2,340,0.03,0,7
185,고산,2022-05-24 21:00,18.1,3.5,340,,,8
185,고산,2022-05-24 22:00,18,3,20,,,7
185,고산,2022-05-24 23:00,17.9,2.8,70,,,4
185,고산,2022-05-25 0:00,19,2,50,,,3
185,고산,2022-05-25 1:00,19,3.8,90,,,8
185,고산,2022-05-25 2:00,18.3,0.8,20,,,8
185,고산,2022-05-25 3:00,18.8,1.7,70,,,7
185,고산,2022-05-25 4:00,18.2,1.6,90,,,7
185,고산,2022-05-25 5:00,18.2,1.6,90,,,7
185,고산,2022-05-25 6:00,18.2,2.2,90,0.01,0,7
185,고산,2022-05-25 7:00,18.4,1.3,20,0.34,0.9,3
185,고산,2022-05-25 8:00,20.1,1.6,20,0.98,1,2
185,고산,2022-05-25 9:00,19.4,2.3,360,1.67,1,0
185,고산,2022-05-25 10:00,21,2.3,340,2.32,1,1
185,고산,2022-05-25 11:00,21.1,1.9,320,2.84,1,2
185,고산,2022-05-25 12:00,21.6,2.1,290,3.14,1,3
185,고산,2022-05-25 13:00,21.1,2,270,3.29,1,1
185,고산,2022-05-25 14:00,23.3,3.5,290,3.18,1,3
185,고산,2022-05-25 15:00,23.3,3.1,290,2.68,1,5
185,고산,2022-05-25 16:00,22.2,2.2,320,2.14,1,8
185,고산,2022-05-25 17:00,22.1,2.8,290,1.79,1,4
185,고산,2022-05-25 18:00,21.8,3.2,320,1.08,1,5
185,고산,2022-05-25 19:00,19.5,4.8,340,0.44,1,3
185,고산,2022-05-25 20:00,18.6,3,360,0.01,0,7
185,고산,2022-05-25 21:00,18.4,4.6,360,,,3
185,고산,2022-05-25 22:00,18.5,3.2,20,,,5
185,고산,2022-05-25 23:00,18.3,3.2,360,,,5
185,고산,2022-05-26 0:00,17.9,3.8,360,,,4
185,고산,2022-05-26 1:00,17.8,4,360,,,3
185,고산,2022-05-26 2:00,17.7,3.9,360,,,2
185,고산,2022-05-26 3:00,17.9,4.8,360,,,7
185,고산,2022-05-26 4:00,18.4,5,20,,,3
185,고산,2022-05-26 5:00,18.3,4.6,360,,,4
185,고산,2022-05-26 6:00,18.5,4.4,360,0,0,5
185,고산,2022-05-26 7:00,17.4,7.3,340,0.06,0,9
185,고산,2022-05-26 8:00,17,6,360,0.32,0,10
185,고산,2022-05-26 9:00,17,5.9,360,0.44,0,10
185,고산,2022-05-26 10:00,17,7.5,360,0.72,0,10
185,고산,2022-05-26 11:00,18.2,5.9,360,1.2,0,10
185,고산,2022-05-26 12:00,17.2,7.2,360,1.21,0,10
185,고산,2022-05-26 13:00,18.4,6.4,340,2.52,0.9,9
185,고산,2022-05-26 14:00,18.2,7.5,340,2.35,0.9,9
185,고산,2022-05-26 15:00,19,8.6,340,2.68,1,6
185,고산,2022-05-26 16:00,19.5,7.2,340,2.62,1,2
185,고산,2022-05-26 17:00,18.3,7.5,340,1.65,0.8,7
185,고산,2022-05-26 18:00,18,7,340,0.73,0.3,8
185,고산,2022-05-26 19:00,17.4,6.3,340,0.31,0.3,8
185,고산,2022-05-26 20:00,17.3,5.2,360,0.01,0,10
185,고산,2022-05-26 21:00,16.9,4.9,360,,,7
185,고산,2022-05-26 22:00,16.1,2.6,360,,,1
185,고산,2022-05-26 23:00,16,2.1,340,,,4
185,고산,2022-05-27 0:00,16.4,3.2,360,,,1
185,고산,2022-05-27 1:00,15.9,4.1,340,,,2
185,고산,2022-05-27 2:00,15.5,4.2,320,,,0
185,고산,2022-05-27 3:00,15.7,3.6,320,,,0
185,고산,2022-05-27 4:00,16.2,3.2,290,,,0
185,고산,2022-05-27 5:00,16.5,3,290,,,1
185,고산,2022-05-27 6:00,16.8,4.1,290,0,0,0
185,고산,2022-05-27 7:00,18.5,4.7,290,0.39,1,0
185,고산,2022-05-27 8:00,20.1,4.2,290,1.11,1,0
185,고산,2022-05-27 9:00,20.7,4,290,1.85,1,0
185,고산,2022-05-27 10:00,20.6,4.3,270,2.49,1,0
185,고산,2022-05-27 11:00,21.4,4.2,270,2.98,1,0
185,고산,2022-05-27 12:00,21.6,5.1,270,3.3,1,0
185,고산,2022-05-27 13:00,22.2,5.4,270,3.47,1,0
185,고산,2022-05-27 14:00,22.6,4.5,270,3.35,1,0
185,고산,2022-05-27 15:00,22.8,4.1,270,3.03,1,0
185,고산,2022-05-27 16:00,22.9,3.7,290,2.49,1,0
185,고산,2022-05-27 17:00,22,3,270,1.84,1,1
185,고산,2022-05-27 18:00,21.3,3.6,250,1.15,1,0
185,고산,2022-05-27 19:00,19.5,2.1,230,0.45,1,0
185,고산,2022-05-27 20:00,18.7,2.3,200,0.03,0.1,3
185,고산,2022-05-27 21:00,18.7,2.9,230,,,7
185,고산,2022-05-27 22:00,18.7,3.2,230,,,6
185,고산,2022-05-27 23:00,18.6,3.6,200,,,6
185,고산,2022-05-28 0:00,18.8,5,230,,,7
185,고산,2022-05-28 1:00,18.6,3.5,200,,,9
185,고산,2022-05-28 2:00,18.3,4.2,200,,,10
185,고산,2022-05-28 3:00,18.3,3.5,200,,,8
185,고산,2022-05-28 4:00,17.7,3.3,160,,,10
185,고산,2022-05-28 5:00,17.4,3.8,140,,,9
185,고산,2022-05-28 6:00,17.6,3.5,140,0.01,0,6
185,고산,2022-05-28 7:00,18.3,3.9,160,0.27,0.2,6
185,고산,2022-05-28 8:00,19.3,3.5,160,0.82,0.5,6
185,고산,2022-05-28 9:00,20.6,3.9,160,1.67,1,6
185,고산,2022-05-28 10:00,20.9,4.1,160,1.94,0.9,8
185,고산,2022-05-28 11:00,21.2,3.9,160,1.83,0.6,8
185,고산,2022-05-28 12:00,21.1,5.1,160,1.7,0.3,10
185,고산,2022-05-28 13:00,20.7,4.9,180,2.14,0.6,9
185,고산,2022-05-28 14:00,20.9,5.3,180,1.7,0.1,10
185,고산,2022-05-28 15:00,21.4,5.8,160,2.28,0.9,9
185,고산,2022-05-28 16:00,20.6,5.2,160,1.68,0.5,10
185,고산,2022-05-28 17:00,20,5.5,160,0.86,0,10
185,고산,2022-05-28 18:00,19.7,6.7,160,0.44,0,10
185,고산,2022-05-28 19:00,19.5,6.2,140,0.17,0,10
185,고산,2022-05-28 20:00,19.2,4.3,140,0.03,0,10
185,고산,2022-05-28 21:00,19.1,2.9,140,,,9
185,고산,2022-05-28 22:00,18.8,5,140,,,8
185,고산,2022-05-28 23:00,18.8,5.6,140,,,9
185,고산,2022-05-29 0:00,18.5,4.6,140,,,8
185,고산,2022-05-29 1:00,18.4,4.5,140,,,8
185,고산,2022-05-29 2:00,18.2,6.3,140,,,7
185,고산,2022-05-29 3:00,17.8,4,140,,,7
185,고산,2022-05-29 4:00,18.1,4.5,140,,,5
185,고산,2022-05-29 5:00,18.2,4.6,140,,,9
185,고산,2022-05-29 6:00,18.1,4.8,140,0.02,0,9
185,고산,2022-05-29 7:00,20.1,6.5,140,0.35,0.5,8
185,고산,2022-05-29 8:00,20.1,5.8,140,0.79,0.5,7
185,고산,2022-05-29 9:00,20.4,7.5,110,0.81,0,10
185,고산,2022-05-29 10:00,21.2,7.2,110,0.9,0,10
185,고산,2022-05-29 11:00,21.3,8.3,140,1.26,0,10
185,고산,2022-05-29 12:00,19.9,7.9,110,1.08,0,10
185,고산,2022-05-29 13:00,19.6,8,140,0.7,0,9
185,고산,2022-05-29 14:00,19,6.1,110,0.68,0,10
185,고산,2022-05-29 15:00,20.1,6.9,110,0.88,0,8
185,고산,2022-05-29 16:00,20.6,7.3,110,0.87,0,5
185,고산,2022-05-29 17:00,20.3,7.1,110,0.67,0,8
185,고산,2022-05-29 18:00,20.2,8.1,110,0.56,0.1,10
185,고산,2022-05-29 19:00,19.9,7.2,110,0.15,0,5
185,고산,2022-05-29 20:00,20.3,8.6,110,0.02,0,5
185,고산,2022-05-29 21:00,21.3,8.2,110,,,9
185,고산,2022-05-29 22:00,21.9,6.4,110,,,9
185,고산,2022-05-29 23:00,22,4.5,110,,,10
185,고산,2022-05-30 0:00,21.1,3.7,140,,,10
185,고산,2022-05-30 1:00,19.4,3.6,200,,,7
185,고산,2022-05-30 2:00,19.3,4.1,250,,,9
185,고산,2022-05-30 3:00,19.2,5.7,270,,,10
185,고산,2022-05-30 4:00,19.1,9.7,290,,,9
185,고산,2022-05-30 5:00,19,8.3,290,,,9
185,고산,2022-05-30 6:00,19,6,320,0,0,9
185,고산,2022-05-30 7:00,19.1,5.7,320,0.12,0,8
185,고산,2022-05-30 8:00,19.3,7.2,290,0.2,0,9
185,고산,2022-05-30 9:00,19.8,7.4,290,0.47,0,8
185,고산,2022-05-30 10:00,19.9,6.6,320,0.62,0,8
185,고산,2022-05-30 11:00,21,6.1,320,0.9,0,9
185,고산,2022-05-30 12:00,20.5,3.2,340,1.15,0,10
185,고산,2022-05-30 13:00,21.6,4.4,340,2.82,0.8,9
185,고산,2022-05-30 14:00,22.3,4.9,340,3.06,1,8
185,고산,2022-05-30 15:00,22.5,5.4,340,2.31,1,8
185,고산,2022-05-30 16:00,19.8,7.2,340,1.79,0.9,7
185,고산,2022-05-30 17:00,19.6,5.9,340,0.63,0,8
185,고산,2022-05-30 18:00,19.2,5.9,340,0.49,0,7
185,고산,2022-05-30 19:00,18.6,4.2,340,0.19,0,6
185,고산,2022-05-30 20:00,18.3,8.3,340,0.02,0,8
185,고산,2022-05-30 21:00,18.3,8.5,340,,,8
185,고산,2022-05-30 22:00,18.1,9.2,340,,,9
185,고산,2022-05-30 23:00,17.9,9.9,340,,,9
185,고산,2022-05-31 0:00,18.1,8.1,340,,,7
185,고산,2022-05-31 1:00,18,7.3,340,,,10
185,고산,2022-05-31 2:00,17.2,7.6,360,,,8
185,고산,2022-05-31 3:00,17.1,6.2,360,,,0
185,고산,2022-05-31 4:00,17.6,6.9,360,,,2
185,고산,2022-05-31 5:00,17.7,5.6,360,,,2
185,고산,2022-05-31 6:00,17.5,4.3,360,0.03,0,6
185,고산,2022-05-31 7:00,18.3,4.5,360,0.42,0.9,4
185,고산,2022-05-31 8:00,18.7,4.2,360,1.22,1,6
185,고산,2022-05-31 9:00,19.8,6.1,340,1.96,1,7
185,고산,2022-05-31 10:00,19.6,5.7,340,2.42,1,5
185,고산,2022-05-31 11:00,19.3,5.1,340,2.2,0.9,8
185,고산,2022-05-31 12:00,20.9,4.6,340,2.82,1,7
185,고산,2022-05-31 13:00,21.2,3.1,360,2.98,1,7
185,고산,2022-05-31 14:00,23.9,3,340,3.31,1,6
185,고산,2022-05-31 15:00,22.2,2,320,2.49,1,7
185,고산,2022-05-31 16:00,21.9,2.5,320,2.34,1,7
185,고산,2022-05-31 17:00,21.6,2.4,320,1.24,0.7,7
185,고산,2022-05-31 18:00,20.5,1.2,340,0.61,0,9
185,고산,2022-05-31 19:00,19.9,1.4,20,0.26,0,9
185,고산,2022-05-31 20:00,20.4,1.3,110,0.02,0,10
185,고산,2022-05-31 21:00,19.5,3.2,140,,,9
185,고산,2022-05-31 22:00,18.9,3.1,110,,,7
185,고산,2022-05-31 23:00,18.7,4,110,,,9
185,고산,2022-06-01 0:00,18.3,4.8,140,,,10
185,고산,2022-06-01 1:00,18.5,4.6,140,,,10
185,고산,2022-06-01 2:00,17.8,3.9,140,,,10
185,고산,2022-06-01 3:00,17.5,3.4,140,,,10
185,고산,2022-06-01 4:00,17.9,3.9,110,,,10
185,고산,2022-06-01 5:00,16.9,4.3,140,,,10
185,고산,2022-06-01 6:00,17.6,4.5,140,0.01,0,10
185,고산,2022-06-01 7:00,18.9,4.8,140,0.15,0,10
185,고산,2022-06-01 8:00,19.9,2.1,140,0.32,0,10
185,고산,2022-06-01 9:00,21,5.1,140,0.88,0.1,10
185,고산,2022-06-01 10:00,21.9,6.2,160,1.73,0.8,8
185,고산,2022-06-01 11:00,21.9,7.4,160,2.3,0.8,8
185,고산,2022-06-01 12:00,22.6,5.8,160,2.92,1,7
185,고산,2022-06-01 13:00,22.8,5,180,3.48,1,5
185,고산,2022-06-01 14:00,22.7,4.9,180,3.22,1,5
185,고산,2022-06-01 15:00,22.3,4,180,2.84,1,3
185,고산,2022-06-01 16:00,21.9,3.7,200,2.51,1,7
185,고산,2022-06-01 17:00,20.4,3.6,200,1.52,0.8,8
185,고산,2022-06-01 18:00,19.8,2.7,180,0.6,0,9
185,고산,2022-06-01 19:00,19.3,2,160,0.2,0,10
185,고산,2022-06-01 20:00,18.7,1.8,180,0.01,0,9
185,고산,2022-06-01 21:00,18.6,2.4,160,,,10
185,고산,2022-06-01 22:00,18.1,2.6,140,,,3
185,고산,2022-06-01 23:00,18,2.9,160,,,0
185,고산,2022-06-02 0:00,18,3,160,,,4
185,고산,2022-06-02 1:00,17.9,2.5,160,,,8
185,고산,2022-06-02 2:00,17.8,2.9,160,,,7
185,고산,2022-06-02 3:00,18.3,2.6,140,,,6
185,고산,2022-06-02 4:00,18.5,3.3,110,,,8
185,고산,2022-06-02 5:00,19,2.7,140,,,8
185,고산,2022-06-02 6:00,18.8,3.1,160,0,0,8
185,고산,2022-06-02 7:00,19,1.7,160,0.12,0,7
185,고산,2022-06-02 8:00,20.2,2.7,180,0.55,0,7
185,고산,2022-06-02 9:00,20.6,3.7,160,0.81,0.1,5
185,고산,2022-06-02 10:00,22.5,4.4,160,2.48,1,1
185,고산,2022-06-02 11:00,23.1,4,180,2.98,1,1
185,고산,2022-06-02 12:00,22,4.1,200,3.3,1,1
185,고산,2022-06-02 13:00,22.1,4,200,3.4,1,1
185,고산,2022-06-02 14:00,23,2.9,230,3.3,1,1
185,고산,2022-06-02 15:00,21.9,4.2,200,3.01,1,3
185,고산,2022-06-02 16:00,22.3,4.3,200,2.53,1,1
185,고산,2022-06-02 17:00,21.7,2.8,200,1.89,1,0
185,고산,2022-06-02 18:00,20.6,2.9,180,1.17,1,6
185,고산,2022-06-02 19:00,19.7,2.6,180,0.49,1,1
185,고산,2022-06-02 20:00,19.4,2.2,140,0.03,0.1,4
185,고산,2022-06-02 21:00,19,2.6,160,,,8
185,고산,2022-06-02 22:00,18.9,2.7,180,,,4
185,고산,2022-06-02 23:00,18.5,3,140,,,7
185,고산,2022-06-03 0:00,17.9,3.3,110,,,7
185,고산,2022-06-03 1:00,18.2,3.2,140,,,8
185,고산,2022-06-03 2:00,17.7,3.2,140,,,3
185,고산,2022-06-03 3:00,18.4,2.2,140,,,5
185,고산,2022-06-03 4:00,18.6,1.9,160,,,3
185,고산,2022-06-03 5:00,18.4,2.1,140,,,6
185,고산,2022-06-03 6:00,18.9,2.5,90,0.05,0,7
185,고산,2022-06-03 7:00,20.3,1.2,110,0.47,0.8,7
185,고산,2022-06-03 8:00,21.4,2.4,180,0.85,0.4,6
185,고산,2022-06-03 9:00,21.6,3.4,160,1.6,1,7
185,고산,2022-06-03 10:00,22.1,3.5,160,1.59,1,7
185,고산,2022-06-03 11:00,23.6,4,180,3.01,1,1
185,고산,2022-06-03 12:00,22.9,5.2,160,3.29,1,0
185,고산,2022-06-03 13:00,22.6,3.5,200,3.4,1,0
185,고산,2022-06-03 14:00,23.1,3.4,250,3.28,1,1
185,고산,2022-06-03 15:00,23.4,3.5,290,2.99,1,0
185,고산,2022-06-03 16:00,23.1,2.6,270,2.23,1,3
185,고산,2022-06-03 17:00,22.1,2.1,320,1.47,0.9,7
185,고산,2022-06-03 18:00,22.9,2.1,340,1.08,0.8,7
185,고산,2022-06-03 19:00,21.2,2,70,0.24,0.2,4
185,고산,2022-06-03 20:00,21.1,3.6,140,0.04,0,0
185,고산,2022-06-03 21:00,20.2,2,110,,,0
185,고산,2022-06-03 22:00,19.1,2,110,,,1
185,고산,2022-06-03 23:00,19.7,3.5,110,,,0
185,고산,2022-06-04 0:00,19.9,4.8,110,,,0
185,고산,2022-06-04 1:00,19.4,4,110,,,3
185,고산,2022-06-04 2:00,19.2,4.2,110,,,0
185,고산,2022-06-04 3:00,18.4,4.2,90,,,3
185,고산,2022-06-04 4:00,18.7,2.2,340,,,0
185,고산,2022-06-04 5:00,18.8,1.4,250,,,7
185,고산,2022-06-04 6:00,19.2,7.1,110,0.02,0,4
185,고산,2022-06-04 7:00,20.9,6.6,110,0.41,0.9,0
185,고산,2022-06-04 8:00,22.3,7.3,110,1.06,1,7
185,고산,2022-06-04 9:00,24.3,6.5,110,1.52,0.9,8
185,고산,2022-06-04 10:00,24.3,6.8,110,1.72,0.6,9
185,고산,2022-06-04 11:00,26.2,7,110,2.48,1,7
185,고산,2022-06-04 12:00,26.2,7.7,110,2.76,1,7
185,고산,2022-06-04 13:00,26.2,5.9,110,2.35,0.8,9
185,고산,2022-06-04 14:00,25.3,6.2,140,1.59,0.4,8
185,고산,2022-06-04 15:00,25.5,6.7,110,1.98,0.7,8
185,고산,2022-06-04 16:00,25.8,5,140,1.03,0.2,10
185,고산,2022-06-04 17:00,23.4,6.7,140,0.64,0,9
185,고산,2022-06-04 18:00,22.8,8,140,0.44,0,9
185,고산,2022-06-04 19:00,22.4,7.5,140,0.11,0,10
185,고산,2022-06-04 20:00,21.3,7.7,110,0,0,10
185,고산,2022-06-04 21:00,20.9,8.3,110,,,10
185,고산,2022-06-04 22:00,21.6,7.7,110,,,10
185,고산,2022-06-04 23:00,21.3,7.4,110,,,10
185,고산,2022-06-05 0:00,20.9,8.8,140,,,10
185,고산,2022-06-05 1:00,19.8,9.3,140,,,10
185,고산,2022-06-05 2:00,17.7,10.6,110,,,10
185,고산,2022-06-05 3:00,17.4,10.7,110,,,10
185,고산,2022-06-05 4:00,17.7,9,110,,,10
185,고산,2022-06-05 5:00,19.5,10.1,110,,,10
185,고산,2022-06-05 6:00,19.4,11.5,110,0,0,10
185,고산,2022-06-05 7:00,20,11.8,110,0.12,0,10
185,고산,2022-06-05 8:00,22,10.4,110,0.23,0,10
185,고산,2022-06-05 9:00,21.5,7.1,110,0.2,0,10
185,고산,2022-06-05 10:00,22.5,4.7,140,0.4,0,10
185,고산,2022-06-05 11:00,21,2.1,20,0.37,0,10
185,고산,2022-06-05 12:00,20.8,1.1,320,0.49,0,10
185,고산,2022-06-05 13:00,20.8,1.7,360,0.58,0,10
185,고산,2022-06-05 14:00,21,1.5,360,0.85,0,9
185,고산,2022-06-05 15:00,21.4,1.6,340,1.22,0,10
185,고산,2022-06-05 16:00,21.7,2.1,340,0.74,0,10
185,고산,2022-06-05 17:00,19.9,4.7,360,0.2,0,10
185,고산,2022-06-05 18:00,19.5,4.1,50,0.15,0,10
185,고산,2022-06-05 19:00,18.2,8.3,20,0.06,0,9
185,고산,2022-06-05 20:00,17.4,11.1,50,0,0,6
185,고산,2022-06-05 21:00,18.4,6.6,360,,,2
185,고산,2022-06-05 22:00,19.2,8.3,70,,,8
185,고산,2022-06-05 23:00,18.1,12.5,360,,,10
185,고산,2022-06-06 0:00,17.6,10.1,360,,,9
185,고산,2022-06-06 1:00,18.2,7.5,20,,,7
185,고산,2022-06-06 2:00,17.7,5.3,20,,,3
185,고산,2022-06-06 3:00,17.9,5.7,20,,,7
185,고산,2022-06-06 4:00,18,5.5,20,,,5
185,고산,2022-06-06 5:00,18.2,5.3,20,,,1
185,고산,2022-06-06 6:00,18.1,6.6,360,0.04,0.1,2
185,고산,2022-06-06 7:00,18.7,6.4,360,0.47,1,1
185,고산,2022-06-06 8:00,18.7,5.5,360,1.02,0.9,4
185,고산,2022-06-06 9:00,19.1,5.5,340,0.92,0.1,10
185,고산,2022-06-06 10:00,19,9.2,340,0.94,0.1,10
185,고산,2022-06-06 11:00,21,8.3,340,2.23,0.8,3
185,고산,2022-06-06 12:00,21.7,8.9,340,3.23,1,2
185,고산,2022-06-06 13:00,21.5,8.9,340,3.41,1,2
185,고산,2022-06-06 14:00,21.2,8.5,340,3.23,1,1
185,고산,2022-06-06 15:00,21.6,8.8,340,2.91,1,1
185,고산,2022-06-06 16:00,19.3,8,340,2.29,1,4
185,고산,2022-06-06 17:00,20.2,5.6,340,1.58,0.9,7
185,고산,2022-06-06 18:00,19.6,6.4,340,1.08,1,5
185,고산,2022-06-06 19:00,19,5.8,340,0.32,0.6,5
185,고산,2022-06-06 20:00,18.2,6.2,320,0.04,0,4
185,고산,2022-06-06 21:00,18.4,6.2,320,,,7
185,고산,2022-06-06 22:00,18.4,5.2,340,,,7
185,고산,2022-06-06 23:00,18.6,4.6,340,,,8
185,고산,2022-06-07 0:00,18.4,4.4,360,,,5
185,고산,2022-06-07 1:00,18.2,3,20,,,6
185,고산,2022-06-07 2:00,18,3.7,50,,,5
185,고산,2022-06-07 3:00,18.1,3.1,50,,,6
185,고산,2022-06-07 4:00,18.2,2.1,20,,,7
185,고산,2022-06-07 5:00,18.4,1.3,110,,,9
185,고산,2022-06-07 6:00,18.2,1.2,110,0.02,0,3
185,고산,2022-06-07 7:00,19.1,1.8,110,0.28,0,6
185,고산,2022-06-07 8:00,20.4,3.9,140,0.41,0,5
185,고산,2022-06-07 9:00,20.8,4.3,140,0.71,0,10
185,고산,2022-06-07 10:00,21,5.1,160,0.93,0,10
185,고산,2022-06-07 11:00,21.9,4.4,160,1.7,0.3,9
185,고산,2022-06-07 12:00,22.7,4.7,160,2.3,0.6,9
185,고산,2022-06-07 13:00,23.1,4.8,160,2.73,0.9,8
185,고산,2022-06-07 14:00,22.6,3.7,180,2.72,0.9,7
185,고산,2022-06-07 15:00,22.6,3.6,250,2.95,1,7
185,고산,2022-06-07 16:00,21.7,3.9,250,1.84,0.5,8
185,고산,2022-06-07 17:00,22.2,4,270,1.41,0.5,7
185,고산,2022-06-07 18:00,22.1,3.9,320,0.86,0.6,3
185,고산,2022-06-07 19:00,20.4,3.3,340,0.3,0.3,3
185,고산,2022-06-07 20:00,19.6,1.5,360,0.04,0,6
185,고산,2022-06-07 21:00,19.2,1.6,90,,,6
185,고산,2022-06-07 22:00,19.4,0.8,110,,,3
185,고산,2022-06-07 23:00,19.1,0.5,110,,,4
185,고산,2022-06-08 0:00,18.9,0.6,70,,,4
185,고산,2022-06-08 1:00,18.9,2.2,320,,,7
185,고산,2022-06-08 2:00,18.9,2.4,360,,,5
185,고산,2022-06-08 3:00,18.4,2.4,50,,,2
185,고산,2022-06-08 4:00,18.3,2.1,90,,,0
185,고산,2022-06-08 5:00,18.4,4.3,160,,,6
185,고산,2022-06-08 6:00,17.5,2.4,110,0.02,0.1,0
185,고산,2022-06-08 7:00,18.9,2.2,20,0.35,0.8,3
185,고산,2022-06-08 8:00,20.9,1,320,1.05,1,2
185,고산,2022-06-08 9:00,22.4,3.1,110,1.32,0.7,3
185,고산,2022-06-08 10:00,24.2,3.9,110,2.4,1,5
185,고산,2022-06-08 11:00,21.2,5.1,340,1.85,0.6,3
185,고산,2022-06-08 12:00,22.5,2.5,270,2.38,0.8,1
185,고산,2022-06-08 13:00,23.8,5.3,110,2.93,0.8,2
185,고산,2022-06-08 14:00,22.7,6.4,110,2.76,0.8,4
185,고산,2022-06-08 15:00,22.1,2.8,160,1.84,0.5,9
185,고산,2022-06-08 16:00,21.8,2.3,110,0.53,0,9
185,고산,2022-06-08 17:00,21.6,3.5,140,1.27,0.6,8
185,고산,2022-06-08 18:00,20.7,5.1,340,1.11,1,8
185,고산,2022-06-08 19:00,20.4,5,320,0.49,0.8,3
185,고산,2022-06-08 20:00,19.5,0.8,230,0.03,0,3
185,고산,2022-06-08 21:00,18.8,2.7,110,,,1
185,고산,2022-06-08 22:00,17.8,2.9,110,,,3
185,고산,2022-06-08 23:00,17.8,2.6,110,,,4
185,고산,2022-06-09 0:00,17.3,3.6,110,,,5
185,고산,2022-06-09 1:00,17.3,3,90,,,6
185,고산,2022-06-09 2:00,17.4,3,110,,,7
185,고산,2022-06-09 3:00,17.7,3.2,110,,,7
185,고산,2022-06-09 4:00,16.8,3.4,110,,,8
185,고산,2022-06-09 5:00,16.4,3.9,90,,,8
185,고산,2022-06-09 6:00,17.5,2.2,110,0.03,0,7
185,고산,2022-06-09 7:00,18.5,1.9,110,0.29,0.1,7
185,고산,2022-06-09 8:00,20.6,1.1,200,0.92,1,4
185,고산,2022-06-09 9:00,20.4,2.4,250,1.66,1,1
185,고산,2022-06-09 10:00,23,3.9,340,2.29,1,1
185,고산,2022-06-09 11:00,21.4,3.6,340,2.72,1,2
185,고산,2022-06-09 12:00,24.1,5.2,320,3.08,1,1
185,고산,2022-06-09 13:00,25,3.5,320,3.27,1,4
